basin_id,paradigm,snow_stratum,frac_snow,excess_base_cn,excess_base_tgd,delta_excess,is_delta_excess_positive,is_base_cn_between_gt_within,is_base_tgd_between_gt_within
04105700,IC,S3,0.15457894366362401,0.0529026923968135,0.0425757023854327,0.0103269900113808,True,True,True
04115265,IC,S3,0.17692366303835991,0.019260601792363701,0.031337121622771802,-0.012076519830408101,False,True,True
04122200,IC,S3,0.175430988197981,0.040738810381323501,-0.0088111581353297001,0.049549968516653199,True,True,False
04122500,IC,S3,0.18431791306315101,-0.0056125101554089004,0.021388473139067998,-0.0270009832944769,False,False,True
04127918,IC,S3,0.29025406037326201,0.0692838320321741,0.0079799298701363,0.0613039021620378,True,True,True
04127997,IC,S3,0.26806161510467302,0.0125501360392075,0.035428687034026497,-0.022878550994818996,False,True,True
04161580,IC,S3,0.15767314702308591,0.065436123208991906,0.022391754852865299,0.043044368356126607,True,True,True
04185000,IC,S2,0.12520344899268601,0.0051615926571878003,0.030418647876279199,-0.025257055219091398,False,True,True
04196800,IC,S2,0.099311648741759004,0.0036508576466801998,-0.0093428268398412992,0.012993684486521499,True,True,False
04197100,IC,S2,0.11186376081024101,-6.8246100023872103e-05,0.060489214908415002,-0.060557461008438875,False,False,True
04197170,IC,S2,0.10758495614117,0.0152276622477838,0.023971128462815901,-0.0087434662150321016,False,True,True
04213000,IC,S3,0.16222733846553891,0.0044119172231119998,0.017265732276844501,-0.012853815053732502,False,True,True
